가격표출력,,,,,,
,,,,,,
,,,,,,
No,PLU코드,상품명,출력여부,대분류,중분류,소분류
312,8801116012237,K)보헴시가슬림핏스키니보루,미출력,담배,국산담배,KTG일반담배
313,8801116012435,32K)MIIX믹스,미출력,담배,국산담배,KTG전자담배
314,8801116012442,K)MIIX믹스보루,미출력,담배,국산담배,KTG전자담배
315,8801116012480,41K)MIIX아이스,미출력,담배,국산담배,KTG전자담배
316,8801116012497,K)MIIX아이스보루,미출력,담배,국산담배,KTG전자담배
317,8801116012572,K)MIIX프레쏘,미출력,담배,국산담배,KTG전자담배
318,8801116012589,K)MIIX프레쏘보루,미출력,담배,국산담배,KTG전자담배
319,8801116012596,40K)MIIX프렌치,미출력,담배,국산담배,KTG전자담배
320,8801116013050,K)릴하이브리드(액상카트리지)보루(신),미출력,담배,국산담배,KTG전자담배
321,8801116013227,K)MIIX프렌치보루,미출력,담배,국산담배,KTG전자담배
322,8801116013234,31K)MIIX아이스더블,미출력,담배,국산담배,KTG전자담배
323,8801116013241,K)MIIX아이스더블보루,미출력,담배,국산담배,KTG전자담배
324,8801116013319,12K)에쎄히말라야1mg,미출력,담배,국산담배,KTG일반담배
325,8801116013326,K)에쎄히말라야1mg보루,미출력,담배,국산담배,KTG일반담배
326,8801116013340,K)릴베이퍼디바이스(오렌지),미출력,담배,전자담배디바이스,KTG디바이스
327,8801116013357,K)릴베이퍼디바이스(실버),미출력,담배,전자담배디바이스,KTG디바이스
328,8801116013449,K)SiiD(토바),미출력,담배,국산담배,KTG전자담배
329,8801116013463,K)SiiD(아이스),미출력,담배,국산담배,KTG전자담배
330,8801116013487,K)SiiD(툰드라),미출력,담배,국산담배,KTG전자담배
331,8801116013975,K)Fiit골든파이프,미출력,담배,국산담배,KTG전자담배
332,8801116013982,K)Fiit골든파이프보루,미출력,담배,국산담배,KTG전자담배
333,8801116013999,K)Fiit체인지더블류,미출력,담배,국산담배,KTG전자담배
334,8801116014002,K)Fiit체인지더블류보루,미출력,담배,국산담배,KTG전자담배
