가격표출력,,,,,,
,,,,,,
,,,,,,
No,PLU코드,상품명,출력여부,대분류,중분류,소분류
128,3023470020016,생미쉘)빨레뜨150g,미출력,과자,수입과자,수입쿠키파이
129,3045471008114,폴트)딸기타르트150g,미출력,과자,수입과자,수입쿠키파이
130,3045471009111,폴트)초콜릿&헤이즐넛타르트150g,미출력,과자,수입과자,수입쿠키파이
131,3045471018113,폴트)살구타르트150g,미출력,과자,수입과자,수입쿠키파이
132,3046920029582,린트)엑설런트다크85%35g,미출력,과자,수입과자,기타수입과자
133,3178530402353,생미쉘)마들렝175g,미출력,과자,수입과자,수입쿠키파이
134,3178530402988,본마망)레몬타르트125g,미출력,과자,수입과자,수입쿠키파이
135,3178530402995,본마망)라즈베리타르트135g,미출력,과자,수입과자,수입쿠키파이
136,3178530403022,본마망)초코캬라멜타르트135g,미출력,과자,수입과자,수입쿠키파이
137,3178530407938,생미쉘)초코칩마들렝175g,미출력,과자,수입과자,수입쿠키파이
138,3178530412567,생미쉘)갈라떼하프팩1500,미출력,과자,수입과자,수입쿠키파이
139,3178530412574,생미쉘)코코넛사브레하프팩1500,미출력,과자,수입과자,수입쿠키파이
140,3178530412871,생미쉘)빨레뜨하프팩1500,미출력,과자,수입과자,수입쿠키파이
141,3178530417241,생미쉘)초코갈라떼121g,미출력,과자,수입과자,수입쿠키파이
142,3178530417395,생미쉘)프렌치초코코팅도넛180g,미출력,과자,수입과자,수입쿠키파이
143,3178530417937,생미쉘)프렌치초코마블도넛30g,미출력,과자,수입과자,수입쿠키파이
144,3178530421194,생미쉘)두미노초코180g,미출력,과자,수입과자,수입쿠키파이
145,3472860051053,라메르풀라르)사브레쿠키125g,미출력,과자,수입과자,수입쿠키파이
146,3472860404491,라메르풀라르)레몬팔렛쿠키125g,미출력,과자,수입과자,수입쿠키파이
147,3472860405566,라메르풀라르)사브레카라멜쿠키125g,미출력,과자,수입과자,수입쿠키파이
148,3556940811659,필레블루)레몬앤아몬드쿠키150g,미출력,과자,수입과자,수입쿠키파이
149,3556940811703,필레블루)캬라멜버터쿠키125g,미출력,과자,수입과자,수입쿠키파이
150,3660140888950,자케)미니마블케익135g(D),미출력,과자,수입과자,수입쿠키파이
151,3660140889155,자케)미니초코칩케익150g(D),미출력,과자,수입과자,수입쿠키파이
152,3660140889353,자케)미니브라우니케익150g,미출력,과자,수입과자,수입쿠키파이
153,3700157544002,PK)마들렌오리지널125g,미출력,과자,쿠키파이,파이
154,3700157544019,PK)마들렌초코칩125g,미출력,과자,쿠키파이,파이
155,3800200450714,카루조)크림피타블루베리62g,미출력,과자,수입과자,수입쿠키파이
156,3800200451490,카루조)크림피타라즈베리62g,미출력,과자,수입과자,수입쿠키파이
157,4000415632205,매크로)초고화이트크리스피,미출력,과자,수입과자,기타수입과자
158,4000417011008,리터)콘플레이크초콜릿100g,미출력,과자,수입과자,기타수입과자
159,4000417018007,리터)알파인밀크초콜릿100g,미출력,과자,수입과자,기타수입과자
160,4000417019004,리터)홀헤이즐넛초콜릿100g,미출력,과자,수입과자,기타수입과자
161,4000417023001,리터)홀아몬드초콜릿100g,미출력,과자,수입과자,기타수입과자
162,4000417237002,리터)딸기요거트초콜릿100g,미출력,과자,수입과자,기타수입과자
163,4000417260000,리터)다크73프로100g,미출력,과자,수입과자,기타수입과자
